,Unnamed: 0,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,c-type,Rlow,Ravg,Rhigh,Phx10
9283,9283,Maharashtra,AURANGABAD,2008,Kharif     ,Sunflower,3000,1400.0,2,1.0,0.0,0.0,63.0
9284,9284,Maharashtra,AURANGABAD,2008,Kharif     ,Urad,3700,2000.0,2,1.0,0.0,0.0,63.0
9285,9285,Maharashtra,AURANGABAD,2008,Rabi       ,Gram,53000,42900.0,2,1.0,0.0,0.0,63.0
9286,9286,Maharashtra,AURANGABAD,2008,Rabi       ,Jowar,178200,100800.0,2,1.0,0.0,0.0,63.0
9287,9287,Maharashtra,AURANGABAD,2008,Rabi       ,Linseed,1100,100.0,2,1.0,0.0,0.0,63.0
9288,9288,Maharashtra,AURANGABAD,2008,Rabi       ,Maize,10,31.0,2,1.0,0.0,0.0,63.0
9289,9289,Maharashtra,AURANGABAD,2008,Rabi       ,Safflower,10200,7400.0,2,1.0,0.0,0.0,63.0
9290,9290,Maharashtra,AURANGABAD,2008,Rabi       ,Sunflower,2000,1100.0,2,1.0,0.0,0.0,63.0
9291,9291,Maharashtra,AURANGABAD,2008,Rabi       ,Wheat,44500,78100.0,2,1.0,0.0,0.0,63.0
9292,9292,Maharashtra,AURANGABAD,2008,Whole Year ,Sugarcane,17500,1315700.0,2,1.0,0.0,0.0,63.0
9293,9293,Maharashtra,AURANGABAD,2009,Kharif     ,Arhar/Tur,48300,36600.0,2,1.0,0.0,0.0,63.0
9294,9294,Maharashtra,AURANGABAD,2009,Kharif     ,Bajra,122400,121800.0,2,1.0,0.0,0.0,63.0
9295,9295,Maharashtra,AURANGABAD,2009,Kharif     ,Castor seed,200,100.0,2,1.0,0.0,0.0,63.0
9296,9296,Maharashtra,AURANGABAD,2009,Kharif     ,Cotton(lint),281400,510600.0,2,1.0,0.0,0.0,63.0
9297,9297,Maharashtra,AURANGABAD,2009,Kharif     ,Groundnut,4400,4000.0,3,1.0,0.0,0.0,63.0
9298,9298,Maharashtra,AURANGABAD,2009,Kharif     ,Jowar,8300,13000.0,2,1.0,0.0,0.0,63.0
9299,9299,Maharashtra,AURANGABAD,2009,Kharif     ,Maize,124800,332000.0,2,1.0,0.0,0.0,63.0
9300,9300,Maharashtra,AURANGABAD,2009,Kharif     ,Moong(Green Gram),5800,2200.0,2,1.0,0.0,0.0,63.0
9301,9301,Maharashtra,AURANGABAD,2009,Kharif     ,Niger seed,100,16.0,2,1.0,0.0,0.0,63.0
9302,9302,Maharashtra,AURANGABAD,2009,Kharif     ,Sesamum,3500,600.0,2,1.0,0.0,0.0,63.0
9303,9303,Maharashtra,AURANGABAD,2009,Kharif     ,Soyabean,5100,5700.0,2,1.0,0.0,0.0,63.0
9304,9304,Maharashtra,AURANGABAD,2009,Kharif     ,Sugarcane,13600,1154500.0,2,1.0,0.0,0.0,63.0
9305,9305,Maharashtra,AURANGABAD,2009,Kharif     ,Sunflower,1700,900.0,2,1.0,0.0,0.0,63.0
9306,9306,Maharashtra,AURANGABAD,2009,Kharif     ,Urad,3700,1800.0,2,1.0,0.0,0.0,63.0
9307,9307,Maharashtra,AURANGABAD,2009,Rabi       ,Gram,57200,48300.0,2,1.0,0.0,0.0,63.0
9308,9308,Maharashtra,AURANGABAD,2009,Rabi       ,Jowar,171800,188100.0,2,1.0,0.0,0.0,63.0
9309,9309,Maharashtra,AURANGABAD,2009,Rabi       ,Linseed,800,100.0,2,1.0,0.0,0.0,63.0
9310,9310,Maharashtra,AURANGABAD,2009,Rabi       ,Maize,1300,3600.0,2,1.0,0.0,0.0,63.0
9311,9311,Maharashtra,AURANGABAD,2009,Rabi       ,Safflower,9400,4900.0,2,1.0,0.0,0.0,63.0
9312,9312,Maharashtra,AURANGABAD,2009,Rabi       ,Sunflower,1700,1000.0,2,1.0,0.0,0.0,63.0
9313,9313,Maharashtra,AURANGABAD,2009,Rabi       ,Wheat,46200,88000.0,2,1.0,0.0,0.0,63.0
9314,9314,Maharashtra,AURANGABAD,2010,Kharif     ,Arhar/Tur,60800,53400.0,2,1.0,0.0,0.0,63.0
9315,9315,Maharashtra,AURANGABAD,2010,Kharif     ,Bajra,89800,126500.0,2,1.0,0.0,0.0,63.0
9316,9316,Maharashtra,AURANGABAD,2010,Kharif     ,Castor seed,100,50.0,2,1.0,0.0,0.0,63.0
9317,9317,Maharashtra,AURANGABAD,2010,Kharif     ,Cotton(lint),332900,879200.0,2,1.0,0.0,0.0,63.0
9318,9318,Maharashtra,AURANGABAD,2010,Kharif     ,Groundnut,5900,4900.0,3,1.0,0.0,0.0,63.0
9319,9319,Maharashtra,AURANGABAD,2010,Kharif     ,Jowar,7100,14800.0,2,1.0,0.0,0.0,63.0
9320,9320,Maharashtra,AURANGABAD,2010,Kharif     ,Maize,138400,508200.0,2,1.0,0.0,0.0,63.0
9321,9321,Maharashtra,AURANGABAD,2010,Kharif     ,Moong(Green Gram),11100,10400.0,2,1.0,0.0,0.0,63.0
9322,9322,Maharashtra,AURANGABAD,2010,Kharif     ,Niger seed,100,,2,1.0,0.0,0.0,63.0
9323,9323,Maharashtra,AURANGABAD,2010,Kharif     ,Sesamum,1100,300.0,2,1.0,0.0,0.0,63.0
9324,9324,Maharashtra,AURANGABAD,2010,Kharif     ,Soyabean,7700,16400.0,2,1.0,0.0,0.0,63.0
9325,9325,Maharashtra,AURANGABAD,2010,Kharif     ,Sugarcane,23300,1959500.0,2,1.0,0.0,0.0,63.0
9326,9326,Maharashtra,AURANGABAD,2010,Kharif     ,Sunflower,2300,1300.0,2,1.0,0.0,0.0,63.0
9327,9327,Maharashtra,AURANGABAD,2010,Kharif     ,Urad,3800,2600.0,2,1.0,0.0,0.0,63.0
9328,9328,Maharashtra,AURANGABAD,2010,Rabi       ,Gram,59900,55200.0,2,1.0,0.0,0.0,63.0
9329,9329,Maharashtra,AURANGABAD,2010,Rabi       ,Jowar,80800,62800.0,2,1.0,0.0,0.0,63.0
9330,9330,Maharashtra,AURANGABAD,2010,Rabi       ,Linseed,400,100.0,2,1.0,0.0,0.0,63.0
9331,9331,Maharashtra,AURANGABAD,2010,Rabi       ,Maize,4300,13400.0,2,1.0,0.0,0.0,63.0
9332,9332,Maharashtra,AURANGABAD,2010,Rabi       ,Safflower,2000,1600.0,2,1.0,0.0,0.0,63.0
9333,9333,Maharashtra,AURANGABAD,2010,Rabi       ,Sunflower,1700,800.0,2,1.0,0.0,0.0,63.0
9334,9334,Maharashtra,AURANGABAD,2010,Rabi       ,Wheat,75300,158400.0,2,1.0,0.0,0.0,63.0
9335,9335,Maharashtra,AURANGABAD,2011,Kharif     ,Arhar/Tur,36100,28800.0,2,1.0,0.0,0.0,63.0
9336,9336,Maharashtra,AURANGABAD,2011,Kharif     ,Bajra,68500,87800.0,2,1.0,0.0,0.0,63.0
9337,9337,Maharashtra,AURANGABAD,2011,Kharif     ,Cotton(lint),379300,696500.0,2,1.0,0.0,0.0,63.0
9338,9338,Maharashtra,AURANGABAD,2011,Kharif     ,Groundnut,5600,4500.0,3,1.0,0.0,0.0,63.0
9339,9339,Maharashtra,AURANGABAD,2011,Kharif     ,Jowar,5900,11600.0,2,1.0,0.0,0.0,63.0
9340,9340,Maharashtra,AURANGABAD,2011,Kharif     ,Maize,144200,469300.0,2,1.0,0.0,0.0,63.0
9341,9341,Maharashtra,AURANGABAD,2011,Kharif     ,Moong(Green Gram),2200,1300.0,2,1.0,0.0,0.0,63.0
9342,9342,Maharashtra,AURANGABAD,2011,Kharif     ,Niger seed,100,20.0,2,1.0,0.0,0.0,63.0
9343,9343,Maharashtra,AURANGABAD,2011,Kharif     ,Other Kharif pulses,700,200.0,2,1.0,0.0,0.0,63.0
9344,9344,Maharashtra,AURANGABAD,2011,Kharif     ,Sesamum,900,300.0,2,1.0,0.0,0.0,63.0
9345,9345,Maharashtra,AURANGABAD,2011,Kharif     ,Soyabean,7800,11100.0,2,1.0,0.0,0.0,63.0
9346,9346,Maharashtra,AURANGABAD,2011,Kharif     ,Sunflower,600,300.0,2,1.0,0.0,0.0,63.0
9347,9347,Maharashtra,AURANGABAD,2011,Kharif     ,Urad,1400,1100.0,2,1.0,0.0,0.0,63.0
9348,9348,Maharashtra,AURANGABAD,2011,Rabi       ,Gram,39600,30200.0,2,1.0,0.0,0.0,63.0
9349,9349,Maharashtra,AURANGABAD,2011,Rabi       ,Jowar,86300,65200.0,2,1.0,0.0,0.0,63.0
9350,9350,Maharashtra,AURANGABAD,2011,Rabi       ,Linseed,100,,2,1.0,0.0,0.0,63.0
9351,9351,Maharashtra,AURANGABAD,2011,Rabi       ,Maize,2900,9200.0,2,1.0,0.0,0.0,63.0
9352,9352,Maharashtra,AURANGABAD,2011,Rabi       ,Safflower,1300,800.0,2,1.0,0.0,0.0,63.0
9353,9353,Maharashtra,AURANGABAD,2011,Rabi       ,Sunflower,300,100.0,2,1.0,0.0,0.0,63.0
9354,9354,Maharashtra,AURANGABAD,2011,Rabi       ,Wheat,39900,74200.0,2,1.0,0.0,0.0,63.0
9355,9355,Maharashtra,AURANGABAD,2011,Summer     ,Groundnut,200,200.0,3,1.0,0.0,0.0,63.0
9356,9356,Maharashtra,AURANGABAD,2011,Summer     ,Maize,1100,1400.0,2,1.0,0.0,0.0,63.0
9357,9357,Maharashtra,AURANGABAD,2011,Summer     ,Sunflower,100,100.0,2,1.0,0.0,0.0,63.0
9358,9358,Maharashtra,AURANGABAD,2011,Whole Year ,Sugarcane,20100,1705200.0,2,1.0,0.0,0.0,63.0
9359,9359,Maharashtra,AURANGABAD,2012,Kharif     ,Arhar/Tur,36100,12000.0,2,1.0,0.0,0.0,63.0
9360,9360,Maharashtra,AURANGABAD,2012,Kharif     ,Bajra,68500,44500.0,2,1.0,0.0,0.0,63.0
9361,9361,Maharashtra,AURANGABAD,2012,Kharif     ,Castor seed,1500,300.0,2,1.0,0.0,0.0,63.0
9362,9362,Maharashtra,AURANGABAD,2012,Kharif     ,Cotton(lint),379300,378400.0,2,1.0,0.0,0.0,63.0
9363,9363,Maharashtra,AURANGABAD,2012,Kharif     ,Groundnut,5600,3000.0,3,1.0,0.0,0.0,63.0
9364,9364,Maharashtra,AURANGABAD,2012,Kharif     ,Jowar,5900,6300.0,2,1.0,0.0,0.0,63.0
9365,9365,Maharashtra,AURANGABAD,2012,Kharif     ,Maize,144200,291100.0,2,1.0,0.0,0.0,63.0
9366,9366,Maharashtra,AURANGABAD,2012,Kharif     ,Moong(Green Gram),2200,600.0,2,1.0,0.0,0.0,63.0
9367,9367,Maharashtra,AURANGABAD,2012,Kharif     ,Niger seed,100,20.0,2,1.0,0.0,0.0,63.0
9368,9368,Maharashtra,AURANGABAD,2012,Kharif     ,Other Kharif pulses,400,40.0,2,1.0,0.0,0.0,63.0
9369,9369,Maharashtra,AURANGABAD,2012,Kharif     ,Sesamum,900,200.0,2,1.0,0.0,0.0,63.0
9370,9370,Maharashtra,AURANGABAD,2012,Kharif     ,Soyabean,7800,5800.0,2,1.0,0.0,0.0,63.0
9371,9371,Maharashtra,AURANGABAD,2012,Kharif     ,Sunflower,600,300.0,2,1.0,0.0,0.0,63.0
9372,9372,Maharashtra,AURANGABAD,2012,Kharif     ,Urad,1400,500.0,2,1.0,0.0,0.0,63.0
9373,9373,Maharashtra,AURANGABAD,2012,Rabi       ,Gram,31500,8400.0,2,1.0,0.0,0.0,63.0
9374,9374,Maharashtra,AURANGABAD,2012,Rabi       ,Jowar,96400,26000.0,2,1.0,0.0,0.0,63.0
9375,9375,Maharashtra,AURANGABAD,2012,Rabi       ,Maize,5300,3500.0,2,1.0,0.0,0.0,63.0
9376,9376,Maharashtra,AURANGABAD,2012,Rabi       ,Safflower,1000,300.0,2,1.0,0.0,0.0,63.0
9377,9377,Maharashtra,AURANGABAD,2012,Rabi       ,Sunflower,400,100.0,2,1.0,0.0,0.0,63.0
9378,9378,Maharashtra,AURANGABAD,2012,Rabi       ,Wheat,24300,21500.0,2,1.0,0.0,0.0,63.0
9379,9379,Maharashtra,AURANGABAD,2012,Summer     ,Maize,500,700.0,2,1.0,0.0,0.0,63.0
9380,9380,Maharashtra,AURANGABAD,2012,Whole Year ,Sugarcane,14800,630900.0,2,1.0,0.0,0.0,63.0
9381,9381,Maharashtra,AURANGABAD,2013,Kharif     ,Arhar/Tur,28600,26800.0,2,1.0,0.0,0.0,63.0
9382,9382,Maharashtra,AURANGABAD,2013,Kharif     ,Bajra,31000,38000.0,2,1.0,0.0,0.0,63.0
9383,9383,Maharashtra,AURANGABAD,2013,Kharif     ,Cotton(lint),422600,1036100.0,2,1.0,0.0,0.0,63.0
9384,9384,Maharashtra,AURANGABAD,2013,Kharif     ,Groundnut,4500,5300.0,3,1.0,0.0,0.0,63.0
9385,9385,Maharashtra,AURANGABAD,2013,Kharif     ,Jowar,3600,6500.0,2,1.0,0.0,0.0,63.0
9386,9386,Maharashtra,AURANGABAD,2013,Kharif     ,Maize,167900,759800.0,2,1.0,0.0,0.0,63.0
9387,9387,Maharashtra,AURANGABAD,2013,Kharif     ,Moong(Green Gram),2200,2100.0,2,1.0,0.0,0.0,63.0
9388,9388,Maharashtra,AURANGABAD,2013,Kharif     ,Niger seed,100,,2,1.0,0.0,0.0,63.0
9389,9389,Maharashtra,AURANGABAD,2013,Kharif     ,Other Kharif pulses,1200,300.0,2,1.0,0.0,0.0,63.0
9390,9390,Maharashtra,AURANGABAD,2013,Kharif     ,Sesamum,600,200.0,2,1.0,0.0,0.0,63.0
9391,9391,Maharashtra,AURANGABAD,2013,Kharif     ,Soyabean,11500,12500.0,2,1.0,0.0,0.0,63.0
9392,9392,Maharashtra,AURANGABAD,2013,Kharif     ,Sunflower,400,200.0,2,1.0,0.0,0.0,63.0
9393,9393,Maharashtra,AURANGABAD,2013,Kharif     ,Urad,1900,2200.0,2,1.0,0.0,0.0,63.0
9394,9394,Maharashtra,AURANGABAD,2013,Rabi       ,Gram,42900,32600.0,2,1.0,0.0,0.0,63.0
9395,9395,Maharashtra,AURANGABAD,2013,Rabi       ,Jowar,86200,65400.0,2,1.0,0.0,0.0,63.0
9396,9396,Maharashtra,AURANGABAD,2013,Rabi       ,Maize,6400,22100.0,2,1.0,0.0,0.0,63.0
9397,9397,Maharashtra,AURANGABAD,2013,Rabi       ,Safflower,1100,2100.0,2,1.0,0.0,0.0,63.0
9398,9398,Maharashtra,AURANGABAD,2013,Rabi       ,Sunflower,500,200.0,2,1.0,0.0,0.0,63.0
9399,9399,Maharashtra,AURANGABAD,2013,Rabi       ,Wheat,35400,54200.0,2,1.0,0.0,0.0,63.0
9400,9400,Maharashtra,AURANGABAD,2013,Summer     ,Maize,1100,1400.0,2,1.0,0.0,0.0,63.0
9401,9401,Maharashtra,AURANGABAD,2013,Whole Year ,Sugarcane,14600,1170600.0,2,1.0,0.0,0.0,63.0
9402,9402,Maharashtra,AURANGABAD,2014,Kharif     ,Arhar/Tur,32900,8700.0,2,1.0,0.0,0.0,63.0
9403,9403,Maharashtra,AURANGABAD,2014,Kharif     ,Bajra,45300,24200.0,2,1.0,0.0,0.0,63.0
9404,9404,Maharashtra,AURANGABAD,2014,Kharif     ,Cotton(lint),422600,244300.0,2,1.0,0.0,0.0,63.0
9405,9405,Maharashtra,AURANGABAD,2014,Kharif     ,Groundnut,4100,900.0,3,1.0,0.0,0.0,63.0
9406,9406,Maharashtra,AURANGABAD,2014,Kharif     ,Jowar,3700,1700.0,2,1.0,0.0,0.0,63.0
9407,9407,Maharashtra,AURANGABAD,2014,Kharif     ,Maize,191700,175800.0,2,1.0,0.0,0.0,63.0
9408,9408,Maharashtra,AURANGABAD,2014,Kharif     ,Moong(Green Gram),3700,800.0,2,1.0,0.0,0.0,63.0
9409,9409,Maharashtra,AURANGABAD,2014,Kharif     ,Niger seed,100,,2,1.0,0.0,0.0,63.0
9410,9410,Maharashtra,AURANGABAD,2014,Kharif     ,Other Kharif pulses,100,,2,1.0,0.0,0.0,63.0
9411,9411,Maharashtra,AURANGABAD,2014,Kharif     ,Soyabean,18700,8500.0,2,1.0,0.0,0.0,63.0
9412,9412,Maharashtra,AURANGABAD,2014,Kharif     ,Sunflower,100,,2,1.0,0.0,0.0,63.0
9413,9413,Maharashtra,AURANGABAD,2014,Rabi       ,Gram,41800,16300.0,2,1.0,0.0,0.0,63.0
9414,9414,Maharashtra,AURANGABAD,2014,Rabi       ,Jowar,107100,44900.0,2,1.0,0.0,0.0,63.0
9415,9415,Maharashtra,AURANGABAD,2014,Rabi       ,Maize,9000,11400.0,2,1.0,0.0,0.0,63.0
9416,9416,Maharashtra,AURANGABAD,2014,Rabi       ,Other  Rabi pulses,100,,2,1.0,0.0,0.0,63.0
9417,9417,Maharashtra,AURANGABAD,2014,Rabi       ,Safflower,600,200.0,2,1.0,0.0,0.0,63.0
9418,9418,Maharashtra,AURANGABAD,2014,Rabi       ,Wheat,35400,33900.0,2,1.0,0.0,0.0,63.0
9419,9419,Maharashtra,AURANGABAD,2014,Summer     ,Maize,3400,1500.0,2,1.0,0.0,0.0,63.0
9420,9420,Maharashtra,AURANGABAD,2014,Whole Year ,Sugarcane,13900,932200.0,2,1.0,0.0,0.0,63.0
9421,9421,Maharashtra,CHANDRAPUR,1997,Kharif     ,Arhar/Tur,30300,9700.0,2,,,,71.0
9422,9422,Maharashtra,CHANDRAPUR,1997,Kharif     ,Gram,12300,3600.0,2,,,,71.0
9423,9423,Maharashtra,CHANDRAPUR,1997,Kharif     ,Jowar,22400,13800.0,2,,,,71.0
9424,9424,Maharashtra,CHANDRAPUR,1997,Kharif     ,Maize,1100,1000.0,2,,,,71.0
9425,9425,Maharashtra,CHANDRAPUR,1997,Kharif     ,Moong(Green Gram),4000,1800.0,2,,,,71.0
9426,9426,Maharashtra,CHANDRAPUR,1997,Kharif     ,Pulses total,410,141.0,2,,,,71.0
9427,9427,Maharashtra,CHANDRAPUR,1997,Kharif     ,Rice,136400,190100.0,1,,,,69.0
9428,9428,Maharashtra,CHANDRAPUR,1997,Kharif     ,Total foodgrain,2014,2193.0,2,,,,71.0
9429,9429,Maharashtra,CHANDRAPUR,1997,Kharif     ,Urad,1900,1000.0,2,,,,71.0
9430,9430,Maharashtra,CHANDRAPUR,1997,Rabi       ,Jowar,85400,25100.0,2,,,,71.0
9431,9431,Maharashtra,CHANDRAPUR,1997,Rabi       ,Other  Rabi pulses,3300,135.0,2,,,,71.0
9432,9432,Maharashtra,CHANDRAPUR,1997,Rabi       ,Wheat,28100,10200.0,2,,,,71.0
9433,9433,Maharashtra,CHANDRAPUR,1997,Summer     ,Rice,11,13.0,1,,,,69.0
9434,9434,Maharashtra,CHANDRAPUR,1997,Whole Year ,Cotton(lint),520,31800.0,2,,,,71.0
9435,9435,Maharashtra,CHANDRAPUR,1998,Kharif     ,Arhar/Tur,25200,12200.0,2,,,,71.0
9436,9436,Maharashtra,CHANDRAPUR,1998,Kharif     ,Cotton(lint),52700,44300.0,2,,,,71.0
9437,9437,Maharashtra,CHANDRAPUR,1998,Kharif     ,Jowar,20900,18800.0,2,,,,71.0
9438,9438,Maharashtra,CHANDRAPUR,1998,Kharif     ,Maize,100,200.0,2,,,,71.0
9439,9439,Maharashtra,CHANDRAPUR,1998,Kharif     ,Moong(Green Gram),2700,1500.0,2,,,,71.0
9440,9440,Maharashtra,CHANDRAPUR,1998,Kharif     ,Other Cereals & Millets,900,600.0,2,,,,71.0
9441,9441,Maharashtra,CHANDRAPUR,1998,Kharif     ,Other Kharif pulses,5400,2200.0,2,,,,71.0
9442,9442,Maharashtra,CHANDRAPUR,1998,Kharif     ,Rice,132200,159700.0,1,,,,69.0
9443,9443,Maharashtra,CHANDRAPUR,1998,Kharif     ,Sesamum,1300,400.0,2,,,,71.0
9444,9444,Maharashtra,CHANDRAPUR,1998,Kharif     ,Soyabean,113300,234300.0,2,,,,71.0
9445,9445,Maharashtra,CHANDRAPUR,1998,Kharif     ,Urad,1700,1300.0,2,,,,71.0
9446,9446,Maharashtra,CHANDRAPUR,1998,Rabi       ,Gram,15600,6500.0,2,,,,71.0
9447,9447,Maharashtra,CHANDRAPUR,1998,Rabi       ,Jowar,72200,23400.0,2,,,,71.0
9448,9448,Maharashtra,CHANDRAPUR,1998,Rabi       ,Linseed,30700,7500.0,2,,,,71.0
9449,9449,Maharashtra,CHANDRAPUR,1998,Rabi       ,Other  Rabi pulses,39200,15500.0,2,,,,71.0
9450,9450,Maharashtra,CHANDRAPUR,1998,Rabi       ,Rapeseed &Mustard,600,100.0,2,,,,71.0
9451,9451,Maharashtra,CHANDRAPUR,1998,Rabi       ,Safflower,300,200.0,2,,,,71.0
9452,9452,Maharashtra,CHANDRAPUR,1998,Rabi       ,Sesamum,1800,300.0,2,,,,71.0
9453,9453,Maharashtra,CHANDRAPUR,1998,Rabi       ,Sunflower,400,200.0,2,,,,71.0
9454,9454,Maharashtra,CHANDRAPUR,1998,Rabi       ,Wheat,32700,20800.0,2,,,,71.0
9455,9455,Maharashtra,CHANDRAPUR,1998,Summer     ,Groundnut,200,200.0,3,,,,71.0
9456,9456,Maharashtra,CHANDRAPUR,1998,Summer     ,Rice,3000,4700.0,1,,,,69.0
9457,9457,Maharashtra,CHANDRAPUR,1999,Kharif     ,Arhar/Tur,27400,21200.0,2,,,,71.0
9458,9458,Maharashtra,CHANDRAPUR,1999,Kharif     ,Castor seed,100,0.0,2,,,,71.0
9459,9459,Maharashtra,CHANDRAPUR,1999,Kharif     ,Cotton(lint),54600,61200.0,2,,,,71.0
9460,9460,Maharashtra,CHANDRAPUR,1999,Kharif     ,Groundnut,100,100.0,3,,,,71.0
9461,9461,Maharashtra,CHANDRAPUR,1999,Kharif     ,Jowar,19000,20500.0,2,,,,71.0
9462,9462,Maharashtra,CHANDRAPUR,1999,Kharif     ,Maize,100,100.0,2,,,,71.0
9463,9463,Maharashtra,CHANDRAPUR,1999,Kharif     ,Moong(Green Gram),1900,1000.0,2,,,,71.0
9464,9464,Maharashtra,CHANDRAPUR,1999,Kharif     ,Niger seed,100,0.0,2,,,,71.0
9465,9465,Maharashtra,CHANDRAPUR,1999,Kharif     ,Other Kharif pulses,2300,400.0,2,,,,71.0
9466,9466,Maharashtra,CHANDRAPUR,1999,Kharif     ,Rice,140600,211500.0,1,,,,69.0
9467,9467,Maharashtra,CHANDRAPUR,1999,Kharif     ,Sesamum,1300,400.0,2,,,,71.0
9468,9468,Maharashtra,CHANDRAPUR,1999,Kharif     ,Small millets,2900,2000.0,2,,,,71.0
9469,9469,Maharashtra,CHANDRAPUR,1999,Kharif     ,Soyabean,125900,191200.0,2,,,,71.0
9470,9470,Maharashtra,CHANDRAPUR,1999,Kharif     ,Urad,1600,400.0,2,,,,71.0
9471,9471,Maharashtra,CHANDRAPUR,1999,Rabi       ,Gram,17000,7300.0,2,,,,71.0
9472,9472,Maharashtra,CHANDRAPUR,1999,Rabi       ,Jowar,62900,32200.0,2,,,,71.0
9473,9473,Maharashtra,CHANDRAPUR,1999,Rabi       ,Linseed,29200,8800.0,2,,,,71.0
9474,9474,Maharashtra,CHANDRAPUR,1999,Rabi       ,Maize,100,200.0,2,,,,71.0
9475,9475,Maharashtra,CHANDRAPUR,1999,Rabi       ,Other  Rabi pulses,39000,18100.0,2,,,,71.0
9476,9476,Maharashtra,CHANDRAPUR,1999,Rabi       ,Rapeseed &Mustard,400,100.0,2,,,,71.0
9477,9477,Maharashtra,CHANDRAPUR,1999,Rabi       ,Safflower,100,100.0,2,,,,71.0
9478,9478,Maharashtra,CHANDRAPUR,1999,Rabi       ,Sesamum,1000,300.0,2,,,,71.0
9479,9479,Maharashtra,CHANDRAPUR,1999,Rabi       ,Wheat,34200,24200.0,2,,,,71.0
9480,9480,Maharashtra,CHANDRAPUR,1999,Summer     ,Groundnut,200,200.0,3,,,,71.0
9481,9481,Maharashtra,CHANDRAPUR,1999,Summer     ,Rice,3100,4800.0,1,,,,69.0
9482,9482,Maharashtra,CHANDRAPUR,2000,Kharif     ,Arhar/Tur,26900,11400.0,2,,,,71.0
9483,9483,Maharashtra,CHANDRAPUR,2000,Kharif     ,Cotton(lint),55400,36400.0,2,,,,71.0
9484,9484,Maharashtra,CHANDRAPUR,2000,Kharif     ,Jowar,17700,31000.0,2,,,,71.0
9485,9485,Maharashtra,CHANDRAPUR,2000,Kharif     ,Maize,100,100.0,2,,,,71.0
9486,9486,Maharashtra,CHANDRAPUR,2000,Kharif     ,Moong(Green Gram),1700,700.0,2,,,,71.0
9487,9487,Maharashtra,CHANDRAPUR,2000,Kharif     ,Other Kharif pulses,3000,1100.0,2,,,,71.0
9488,9488,Maharashtra,CHANDRAPUR,2000,Kharif     ,Rice,144800,119200.0,1,,,,69.0
9489,9489,Maharashtra,CHANDRAPUR,2000,Kharif     ,Sesamum,1200,300.0,2,,,,71.0
9490,9490,Maharashtra,CHANDRAPUR,2000,Kharif     ,Small millets,1300,900.0,2,,,,71.0
9491,9491,Maharashtra,CHANDRAPUR,2000,Kharif     ,Soyabean,116100,138900.0,2,,,,71.0
9492,9492,Maharashtra,CHANDRAPUR,2000,Kharif     ,Urad,1400,600.0,2,,,,71.0
9493,9493,Maharashtra,CHANDRAPUR,2000,Rabi       ,Gram,10000,3400.0,2,,,,71.0
9494,9494,Maharashtra,CHANDRAPUR,2000,Rabi       ,Jowar,41000,9700.0,2,,,,71.0
9495,9495,Maharashtra,CHANDRAPUR,2000,Rabi       ,Linseed,16400,2900.0,2,,,,71.0
9496,9496,Maharashtra,CHANDRAPUR,2000,Rabi       ,Maize,100,100.0,2,,,,71.0
9497,9497,Maharashtra,CHANDRAPUR,2000,Rabi       ,Other  Rabi pulses,21700,8000.0,2,,,,71.0
9498,9498,Maharashtra,CHANDRAPUR,2000,Rabi       ,Rapeseed &Mustard,200,10.0,2,,,,71.0
9499,9499,Maharashtra,CHANDRAPUR,2000,Rabi       ,Sesamum,700,100.0,2,,,,71.0
9500,9500,Maharashtra,CHANDRAPUR,2000,Rabi       ,Wheat,22900,15200.0,2,,,,71.0
9501,9501,Maharashtra,CHANDRAPUR,2000,Summer     ,Groundnut,100,200.0,3,,,,71.0
9502,9502,Maharashtra,CHANDRAPUR,2000,Summer     ,Rice,1500,1600.0,1,,,,69.0
9503,9503,Maharashtra,CHANDRAPUR,2001,Kharif     ,Arhar/Tur,27400,21700.0,2,,,,71.0
9504,9504,Maharashtra,CHANDRAPUR,2001,Kharif     ,Cotton(lint),61500,43300.0,2,,,,71.0
9505,9505,Maharashtra,CHANDRAPUR,2001,Kharif     ,Jowar,17200,18900.0,2,,,,71.0
9506,9506,Maharashtra,CHANDRAPUR,2001,Kharif     ,Moong(Green Gram),1500,800.0,2,,,,71.0
9507,9507,Maharashtra,CHANDRAPUR,2001,Kharif     ,Other Kharif pulses,1400,400.0,2,,,,71.0
9508,9508,Maharashtra,CHANDRAPUR,2001,Kharif     ,Rice,152700,220500.0,1,,,,69.0
9509,9509,Maharashtra,CHANDRAPUR,2001,Kharif     ,Sesamum,1300,400.0,2,,,,71.0
9510,9510,Maharashtra,CHANDRAPUR,2001,Kharif     ,Small millets,700,500.0,2,,,,71.0
9511,9511,Maharashtra,CHANDRAPUR,2001,Kharif     ,Soyabean,113800,151500.0,2,,,,71.0
9512,9512,Maharashtra,CHANDRAPUR,2001,Kharif     ,Urad,800,500.0,2,,,,71.0
9513,9513,Maharashtra,CHANDRAPUR,2001,Rabi       ,Gram,11700,4800.0,2,,,,71.0
9514,9514,Maharashtra,CHANDRAPUR,2001,Rabi       ,Jowar,43700,21800.0,2,,,,71.0
9515,9515,Maharashtra,CHANDRAPUR,2001,Rabi       ,Linseed,16700,4000.0,2,,,,71.0
9516,9516,Maharashtra,CHANDRAPUR,2001,Rabi       ,Other  Rabi pulses,28000,13500.0,2,,,,71.0
